,Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Is_Weekend,Transaction_Type_Bank_Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New_York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_PW
2478,53.26,78022.72,0,1,9,161.05,4,149,2038.37,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
40935,70.06,35875.79,0,0,9,222.94,1,233,2309.87,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
22595,7.38,36166.99,0,0,7,490.39,3,211,1465.65,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
37636,96.61,65124.46,0,0,8,381.66,3,137,3033.4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
7059,24.97,23266.47,0,0,13,451.83,0,216,4763.19,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
34627,173.55,11609.68,0,0,7,57.07,0,38,27.49,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20125,228.05,13526.05,0,0,10,88.96,4,182,3534.35,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
20952,190.66,86785.57,0,0,11,54.37,0,101,4052.59,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
44228,34.61,23413.0,0,0,10,152.75,0,26,1004.36,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
18507,232.06,14190.08,0,1,1,195.79,1,80,2403.84,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
5630,17.54,62070.54,1,0,2,296.97,3,171,2434.47,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45168,78.27,68316.54,0,0,3,405.79,3,217,546.78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23130,83.75,86954.21,0,0,5,458.82,0,78,4265.28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30190,5.88,67579.64,0,0,12,119.16,4,209,4426.87,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9063,31.09,77897.13,0,0,1,267.96,0,84,744.09,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8485,184.87,42767.53,0,1,13,258.8,0,205,2346.82,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22994,20.57,48187.96,0,0,7,270.72,4,41,2590.31,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
37705,33.44,12216.59,0,0,4,61.23,1,217,4876.8,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8874,44.53,6470.4,0,0,10,477.36,3,93,606.63,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7958,127.7,5007.17,0,0,14,46.16,1,205,2654.57,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
37976,70.61,46965.72,0,0,1,62.75,2,217,3637.75,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
36967,59.7,23585.89,0,0,4,408.52,2,37,4773.04,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
45818,26.24,52646.86,0,0,4,131.52,0,160,3029.98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18754,20.69,62014.37,0,0,10,322.67,3,54,1125.17,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
38866,68.15,25975.26,0,0,8,254.13,2,166,4652.54,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
46387,17.94,13300.88,0,0,3,204.38,3,169,4317.23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
49217,45.62,30062.53,0,0,13,365.35,1,79,529.04,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
30835,80.12,94024.08,0,0,8,461.61,3,121,980.51,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
10208,8.45,93780.62,0,0,10,40.55,2,235,3811.91,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
27071,12.31,49161.92,0,0,13,94.07,1,178,1479.32,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
25275,443.09,61568.73,0,0,12,191.51,0,99,792.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1578,80.49,78358.61,0,0,14,395.62,2,175,219.15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1411,92.14,12544.09,0,0,1,263.95,2,79,3920.58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2674,248.13,6769.84,0,0,11,226.03,4,117,4499.37,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22408,36.04,90119.76,1,0,3,243.57,0,114,4366.83,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
24,72.33,29954.64,0,0,3,233.6,4,120,3956.54,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39227,51.7,30022.33,0,0,6,160.75,3,106,816.24,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
5207,18.29,86138.0,0,0,10,112.54,2,236,4392.49,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
48826,38.69,16377.08,0,0,4,368.82,0,131,3505.44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
19693,133.52,58121.4,0,0,12,20.34,4,49,2583.63,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
17113,8.25,41308.9,0,0,14,165.41,2,212,1645.36,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
9070,31.57,66402.97,0,0,11,299.75,1,226,2798.57,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32974,29.75,63356.49,0,0,5,159.09,0,171,2902.56,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
23668,3.97,31102.96,0,0,13,27.5,2,47,4380.63,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
35696,70.77,91122.33,0,0,12,449.99,3,42,814.97,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
15301,45.65,53713.08,0,0,13,162.66,1,24,4724.65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
46637,410.24,73474.99,0,1,4,144.97,4,30,611.07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41108,198.77,48263.05,0,0,11,481.55,3,102,3126.13,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
42702,17.44,24866.39,1,0,3,274.09,2,239,2079.23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
26368,13.98,34303.92,0,0,6,425.78,4,112,2357.81,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7952,91.61,50302.62,0,0,1,438.57,0,92,879.66,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
15620,17.99,26593.43,0,0,10,166.06,0,216,4103.36,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5137,25.11,69762.0,0,0,12,176.51,0,209,2958.88,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18656,11.26,60145.06,1,0,12,313.71,2,187,2096.07,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44861,31.92,97752.1,0,0,2,17.02,3,58,2326.62,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16381,171.32,66610.26,0,0,7,459.23,3,11,4859.18,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
30490,58.21,24980.76,0,1,3,227.67,3,237,4629.98,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
43603,8.73,26131.67,0,0,12,441.58,3,187,2386.64,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
39316,280.96,46927.15,0,0,6,202.48,1,123,510.79,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
14501,115.72,85369.65,0,0,6,87.49,3,114,2689.65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2027,129.16,82381.17,0,0,9,356.68,1,171,1503.26,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
45158,6.02,43378.34,0,0,11,67.71,3,40,1301.93,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
48550,77.64,67194.83,0,0,14,165.08,2,103,1828.93,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
11277,133.44,66139.87,0,0,4,306.14,4,95,1219.56,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
42737,343.61,74326.77,0,1,14,375.01,3,132,3102.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38635,57.54,93094.76,0,0,4,316.1,3,172,62.78,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16506,47.07,65296.32,0,0,8,49.67,3,221,4482.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40833,93.48,96415.38,0,0,5,477.74,2,132,319.36,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35194,110.24,73311.56,0,0,4,413.26,1,239,2519.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49518,19.55,46445.17,0,0,9,424.91,1,32,2803.93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27693,125.05,51994.98,0,0,12,24.54,0,239,2037.59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4531,129.03,93827.04,0,0,12,228.05,4,196,795.18,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45837,174.75,33512.26,0,0,7,366.11,3,178,4307.69,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
13098,193.11,605.14,1,0,4,25.51,1,181,1711.64,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
35085,53.33,10703.63,0,0,1,29.19,2,211,1301.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,195.76,85000.68,0,1,14,226.9,1,65,4045.87,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
15794,28.57,30294.75,0,0,8,229.09,3,104,4965.78,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
27118,50.76,7846.76,0,0,5,422.48,3,215,2066.62,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
31151,8.03,45067.53,0,0,13,230.97,4,140,580.53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27928,62.56,69772.38,0,0,8,93.51,2,94,887.94,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
43890,276.65,62159.82,0,0,1,138.8,1,103,3022.55,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
49752,66.98,75411.88,1,0,13,116.14,0,137,2112.61,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3533,449.75,82187.32,0,0,7,333.81,4,215,360.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48618,142.52,68901.5,0,0,12,417.78,4,129,2887.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
12806,19.13,64040.46,0,0,13,166.43,0,134,4402.29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
38192,261.14,97028.42,0,0,10,329.44,4,112,4211.99,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
21569,46.94,84777.35,0,0,6,274.95,3,31,2452.44,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
39167,5.54,99377.1,0,0,3,360.89,2,12,1536.33,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
25524,29.31,51031.66,0,0,9,254.21,2,162,2504.8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2499,28.95,58271.53,0,0,2,383.6,0,233,3215.62,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14132,99.42,88959.44,0,0,7,495.69,4,197,3412.79,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30064,34.6,46506.18,0,0,7,404.02,0,184,4056.96,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3798,221.12,69701.11,0,0,1,235.36,0,228,2650.63,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
25928,228.7,45657.12,0,1,1,333.62,4,165,878.69,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
26686,9.46,63016.88,0,0,1,220.29,1,154,775.51,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
17333,21.17,74038.9,0,0,3,458.05,3,137,4149.47,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
18521,65.24,65353.79,0,1,1,347.6,4,220,4661.16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
18724,37.03,75025.28,0,0,4,78.55,4,4,273.95,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
33524,241.25,64918.05,0,0,3,157.92,1,16,4948.74,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
47505,67.65,5270.4,1,0,11,449.44,2,84,3986.24,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
24478,174.08,77210.91,0,0,10,480.38,1,205,4270.91,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21696,38.39,50869.49,0,0,8,421.27,0,70,4435.39,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
42925,259.67,22952.79,0,0,4,296.3,0,48,1296.33,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3440,55.18,29010.94,0,0,14,264.54,2,121,2238.82,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11105,263.56,3483.25,0,0,6,83.15,0,48,2769.23,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
10345,52.19,59210.78,0,0,2,188.98,3,68,4755.69,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
47088,181.33,44462.71,0,0,7,208.91,3,133,2943.85,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
16316,38.35,49252.56,0,0,12,283.52,2,171,3634.89,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1934,3.07,95602.93,0,1,10,202.37,0,232,4022.5,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
38949,344.08,88655.38,1,0,10,280.31,3,91,3644.71,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
26020,367.06,59111.48,0,0,10,190.13,4,43,759.41,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26612,201.11,67770.27,0,0,6,363.69,1,170,1426.01,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
29872,6.01,91825.67,0,0,5,445.15,3,224,4228.18,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
12480,38.14,95798.33,0,0,12,491.48,0,220,1165.41,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
20941,296.82,35068.87,0,0,4,102.15,3,21,4962.74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
32091,9.0,68618.73,0,0,4,388.2,2,66,2780.39,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
11581,86.93,35893.41,0,1,4,182.72,2,42,1442.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7332,50.75,85140.73,0,1,1,181.28,2,215,3443.64,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
12560,113.34,58997.23,0,0,1,197.29,4,24,3211.75,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
19977,184.47,54307.02,0,0,11,442.8,2,77,505.66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
42950,2.0,39608.13,1,0,14,391.99,2,222,1131.7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28517,348.38,15320.67,0,0,5,111.52,2,177,3339.79,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
37488,145.43,9534.96,0,0,2,446.52,0,3,3646.98,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
15807,112.46,30311.36,0,0,1,233.8,3,113,2050.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31247,209.69,26063.18,0,0,6,248.67,0,206,1607.92,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
23730,11.81,99957.87,0,1,11,44.7,0,200,2548.73,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
746,26.54,26837.26,0,0,3,49.48,2,152,3208.13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39470,49.58,74471.35,0,0,4,477.3,3,16,2542.27,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
37253,149.21,7494.07,0,0,10,204.26,0,219,1167.77,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
14863,1.03,69535.27,0,0,13,318.38,1,182,3584.16,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
12050,266.14,29260.74,0,0,5,421.18,2,227,472.55,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
28141,29.36,50793.5,0,0,13,338.68,1,175,391.72,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
11344,17.37,85126.39,0,0,13,374.08,0,79,4258.87,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4000,23.23,26439.74,0,0,13,106.98,4,158,2433.69,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
21815,26.24,33156.07,0,0,2,74.38,3,164,2805.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
13239,227.24,10111.83,0,0,9,45.95,0,104,2172.33,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
24732,150.31,93292.21,0,1,2,143.49,3,37,2761.35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29572,104.98,62404.87,0,0,2,124.6,0,162,2982.66,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
44881,493.32,52052.54,0,0,10,75.49,0,75,340.57,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
41966,172.57,8519.93,0,0,4,445.11,3,36,879.07,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
20335,45.26,77319.63,0,0,5,155.02,1,40,4842.45,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
4721,321.88,54561.11,0,0,2,209.81,1,111,1243.39,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
28575,44.38,23905.54,0,0,8,152.51,1,100,603.82,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
46590,40.53,1356.98,0,0,8,251.09,0,231,1219.71,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
39070,20.58,28239.76,0,1,5,472.29,4,174,2018.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4253,7.31,12747.21,0,0,7,450.7,3,210,2127.28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6953,430.2,13047.46,0,0,6,22.05,0,217,3520.13,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
32467,155.25,73480.7,1,0,3,285.18,3,231,3834.41,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
13566,145.64,64151.12,0,0,8,174.06,1,125,3215.17,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
32411,17.18,40727.88,0,0,4,176.43,1,121,1578.9,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8474,43.79,44293.76,0,0,3,94.38,4,145,2068.65,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9530,66.16,64124.55,0,0,13,369.91,1,125,4213.83,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
36859,240.57,11667.13,0,0,9,319.54,2,150,3759.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39297,37.21,94914.36,0,0,9,172.63,4,4,4418.9,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49540,65.47,59280.7,0,0,4,372.53,3,109,624.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
28735,31.6,96358.68,0,0,3,194.16,3,134,1276.16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27421,28.97,23189.34,0,0,6,333.94,4,156,1681.48,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
18552,261.62,20228.5,0,0,8,193.6,0,63,1745.27,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10118,69.9,69628.01,0,0,7,446.34,0,170,1703.62,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
17184,75.83,39426.75,0,0,10,355.12,2,133,3631.66,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
13970,46.5,68426.65,0,0,12,467.46,3,221,3278.92,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
29191,324.3,35927.05,0,0,7,441.93,1,234,4820.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
31324,17.59,19037.86,0,0,9,238.36,4,161,4406.01,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39274,113.5,95725.21,0,0,10,269.04,1,96,1997.48,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43384,61.1,59390.78,0,0,6,117.49,2,131,1857.64,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6149,201.52,63355.04,0,0,12,499.68,1,44,2002.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18132,51.42,92809.95,0,0,6,188.66,0,67,114.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3249,70.07,50761.05,0,0,12,119.87,0,208,2403.01,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
38703,73.92,27054.64,0,0,1,93.15,1,52,2035.72,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
26925,109.92,9898.9,0,1,3,442.43,3,19,3680.12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29270,97.38,36277.35,0,0,3,350.75,4,22,2943.81,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
23502,13.73,23449.4,0,0,14,65.93,0,60,4045.34,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
41168,250.69,58380.36,0,1,12,18.92,2,54,338.52,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
7820,74.76,12052.16,0,0,8,134.54,2,30,717.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38854,32.19,11549.77,0,0,7,256.43,2,224,2700.18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7922,22.47,32118.08,0,0,14,432.48,1,202,3493.08,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24874,7.11,80702.84,0,0,10,342.69,1,34,1652.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2093,21.26,41194.98,0,0,12,243.56,4,147,501.94,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
12818,29.15,67903.33,1,0,5,22.46,1,105,550.58,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
9535,127.94,55181.82,0,0,8,45.46,2,193,1009.13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
14226,105.69,9186.23,0,0,12,291.66,1,74,1417.95,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23829,164.0,2888.65,0,0,11,310.13,2,126,2194.37,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
27355,142.03,38651.24,0,0,2,294.03,1,198,3834.87,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19074,71.07,20485.43,0,0,9,494.91,2,217,4964.83,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
44450,40.45,46477.55,1,0,10,259.1,1,56,4674.29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
44236,268.54,26956.59,0,0,11,135.32,0,82,4758.85,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
10210,179.14,76583.04,0,0,4,392.7,1,153,1072.21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
13679,22.96,24198.58,0,1,9,457.5,4,200,1370.45,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
25080,42.85,82462.67,0,1,13,458.76,0,119,3827.93,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
18119,27.29,55198.86,0,0,6,272.52,4,117,211.44,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
27186,40.31,93150.05,0,0,5,384.11,0,204,1140.48,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
11420,82.51,48071.69,0,0,7,254.44,4,1,1636.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15189,69.84,84330.27,0,0,8,86.47,0,115,400.13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
